VREME,IME_FAJLA,LOKACIJA,BROJ_REDOVA_FAJLA
18:4:28,ostv_2020_05_07.xml,C:\Users\021ma\OneDrive\Desktop\Folderi\FTN\Predmeti\5.Semestar\Elementi_razvoja_softvera\Specifikacija\xml\ostv_2020_05_07.xml,49
